0.859922716,-0.010694783,0.0050633,0.999996124,0.010473218,-0.098208833
0.861246805,-0.009486885,0.004945315,0.999996513,0.010000433,-0.104950212
0.861083251,-0.003954881,0.01129497,0.999996922,0.010420067,-0.113519031
0.861352952,-0.011875137,-0.002327082,0.999997289,0.008910018,-0.122075795
0.861989442,0.003637326,0.010814049,0.999997612,0.011620279,-0.132732965
0.866504769,-0.001875195,0.019285149,0.999997849,0.009224328,-0.144335606
0.86744358,-0.00826037,0.025970585,0.999998049,0.010898253,-0.153790154
0.866682475,-0.013920846,0.014000573,0.999998212,0.008255018,-0.160707042
0.871562367,-0.006150835,0.024858172,0.99999834,0.007364844,-0.169962629
0.866579713,-0.007512932,0.028261651,0.999998501,0.01761867,-0.186985683
,,,,,
-0.014277681,-0.012930918,0.000685786,0.080402012,,
-0.010864338,-0.010962342,-0.000342971,0.002817216,,
-0.075330675,-0.075761516,0.011198628,0.662632945,,
-0.104097357,-0.105904615,0.009067611,0.759595242,,
-0.099367576,-0.098774533,0.008887745,0.613802119,,
0.015150355,0.016154972,0.016345629,-0.002928296,,
-0.142677771,-0.141709945,0.031557909,0.967173766,,
0.035412471,0.035839928,-0.014809028,0.00729989,,
-0.014876722,-0.017103726,0.000244746,0.008548856,,
,,,,,
-0.019183111,-0.019060963,-0.015931854,0.089414038,,
-0.000373473,-7.93E-05,0.017414514,0.003103667,,
-0.062742251,-0.062102869,0.021806477,0.661677797,,
-0.056132732,-0.057764925,0.027065216,0.691572125,,
-0.115531531,-0.113808299,0.013647301,0.628125479,,
-0.017008042,-0.018306061,0.013936479,0.006674213,,
-0.136454084,-0.135851967,0.02877454,0.958345543,,
-0.019461644,-0.017722384,0.022580689,0.022282886,,
-0.000461556,-0.000628769,-0.019272578,-0.004596034,,
,,,,,
0.849970631,-0.002469803,-0.005901712,0.982310824,0.230609105,0.013202568
0.850417037,-0.006991198,-0.008134919,0.982116814,0.230912721,0.015984646
0.849684758,-0.019734819,-0.021865126,0.9818831,0.228883265,-0.008372347
0.851255337,-0.019744091,-0.008025947,0.981881817,0.228465452,-0.019028061
0.854200178,-0.01424225,-0.008260913,0.98215223,0.233370184,-0.029548418
0.856928905,-0.008416816,-0.015570983,0.982476402,0.229447976,-0.041720975
0.853309992,-0.004330248,-0.018151077,0.982046354,0.22843744,-0.043812886
0.858780867,-0.023594814,-0.03566712,0.982727054,0.220217794,-0.081643623
0.844053428,-0.019904576,-0.035536526,0.980841986,0.224920053,-0.086668938
,,,,,
-0.007114727,-0.007180268,0.00183799,0.088849679,,
-0.006729125,-0.006455372,0.002333645,0.012029946,,
-0.074106806,-0.077102198,0.014734466,0.639859714,,
-0.102234256,-0.101767671,0.021286816,0.77735363,,
-0.092297996,-0.094257105,0.022611774,0.610195003,,
0.011231214,0.011613026,0.009664222,-0.014557069,,
-0.173203163,-0.172687643,0.027436471,0.942200229,,
-0.017124342,-0.017729289,-0.01437107,-0.018872915,,
-0.010623909,-0.012110517,0.008529134,0.017349026,,
denoise,,,,,
0.821485187,0.018552619,-0.00767653,0.977689492,0.242916849,0.024460869
0.819630018,0.021885957,-0.008207097,0.977463123,0.243917978,0.0135343
0.821208489,0.019561901,-0.007180293,0.977667074,0.243944817,-0.001403985
0.817889813,0.029797297,-0.012234927,0.977263344,0.247703064,-0.014725053
0.820700246,0.029010179,-0.013908389,0.977625627,0.250063078,-0.030119923
0.819959278,0.022383064,-0.008074638,0.977547017,0.24668334,-0.023375419
0.822058824,0.035930048,-0.004252782,0.977822506,0.252297231,-0.047536189
0.82034452,0.035788536,0.006831007,0.977628182,0.251015182,-0.034526506
0.815394065,0.017151767,0.008599509,0.977044648,0.246030783,-0.052444613
,,,,,
